"행정구역별","성별","연령별",2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015
"행정구역별","성별","연령별",취업 1인가구(15세 이상)-계,관리자,전문가 및 관련 종사자,사무 종사자,서비스 종사자,판매 종사자,농림어업 숙련 종사자,기능원 및 관련 기능 종사자,장치·기계조작 및 조립 종사자,단순 노무 종사자,기타
"전국","계","합계",2874390,32226,582194,417392,375491,308812,143252,270414,326834,406343,11432
"전국","계","65~69세",114719,533,5432,3586,16063,8745,22397,6733,8671,42559,
"전국","계","70세 이상",177334,284,4542,2525,10987,10356,72513,3361,4154,68612,
