사업유형,사업번호,사업년도,사업명,홈페이지모집시작일자,홈페이지모집종료일자,홈페이지공고시작일,홈페이지공고종료일,홈페이지담당자명,홈페이지모집인원수,삭제여부
시장형,2021-08217,2021,폐현수막재생사업,2020-12-07 00:00:00,2020-12-16 00:00:00,2020-12-07 00:00:00,2020-12-16 00:00:00,이강부,19,N
시장형,2021-08219,2021,재활용수집사업,2020-12-07 00:00:00,2020-12-16 00:00:00,2020-12-07 00:00:00,2020-12-16 00:00:00,이강부,36,N
사회서비스형,2021-10092,2021,취약계층지원(장애인서비스지원),2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-22 00:00:00,2021-01-15 00:00:00,이진영,5,N
사회서비스형,2021-10096,2021,시니어 안전 모니터링,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-22 00:00:00,2021-01-15 00:00:00,이진영,5,N
사회서비스형,2021-49415,2021,실버행정도우미,2021-08-16 00:00:00,2021-08-20 00:00:00,2021-08-09 00:00:00,2021-08-20 00:00:00,이진영,7,N
사회서비스형,2021-10091,2021,장난감백화점,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-22 00:00:00,2021-01-15 00:00:00,이진영,4,N
사회서비스형,2021-49405,2021,행복금융지원,2021-08-16 00:00:00,2021-08-20 00:00:00,2021-08-09 00:00:00,2021-08-20 00:00:00,이진영,3,Y
공익활동형,2021-02187,2021,숲생태 해설활동,2020-12-15 00:00:00,2020-12-18 00:00:00,2020-12-15 00:00:00,2020-12-18 00:00:00,이정원,25,N
공익활동형,2021-02212,2021,사서 도우미활동,2020-12-15 00:00:00,2020-12-18 00:00:00,2020-12-15 00:00:00,2020-12-18 00:00:00,이정원,60,N
공익활동형,2021-02239,2021,버스정류장 환경가꿈이,2020-12-15 00:00:00,2020-12-18 00:00:00,2020-12-15 00:00:00,2020-12-18 00:00:00,이정원,72,N
공익활동형,2021-02180,2021,행복한일터가꾸기,2020-12-15 00:00:00,2020-12-18 00:00:00,2020-12-15 00:00:00,2020-12-18 00:00:00,이정원,110,N
공익활동형,2021-02518,2021,체육시설관리,2020-12-15 00:00:00,2020-12-18 00:00:00,2020-12-15 00:00:00,2020-12-18 00:00:00,이정원,30,N
공익활동형,2021-02142,2021,행복경로당 급식도우미,2020-12-15 00:00:00,2020-12-18 00:00:00,2020-12-15 00:00:00,2020-12-18 00:00:00,이정원,50,N
공익활동형,2021-02259,2021,공공시설급식도우미,2020-12-15 00:00:00,2020-12-18 00:00:00,2020-12-15 00:00:00,2020-12-18 00:00:00,이정원,70,N
공익활동형,2021-02294,2021,농공단지환경지킴이,2020-12-15 00:00:00,2020-12-18 00:00:00,2020-12-15 00:00:00,2020-12-18 00:00:00,이정원,70,N
사회서비스형,2021-08259,2021,온종일돌봄센터지원,2020-12-15 00:00:00,2020-12-18 00:00:00,2020-12-15 00:00:00,2020-12-18 00:00:00,이정원,62,N
공익활동형,2021-02324,2021,내고장 알림이,2020-12-15 00:00:00,2020-12-18 00:00:00,2020-12-15 00:00:00,2020-12-18 00:00:00,이정원,15,N
공익활동형,2021-02336,2021,의료보건 도우미,2020-12-15 00:00:00,2020-12-18 00:00:00,2020-12-15 00:00:00,2020-12-18 00:00:00,이정원,78,N
공익활동형,2021-02221,2021,사랑나누리빨래방,2020-12-15 00:00:00,2020-12-18 00:00:00,2020-12-15 00:00:00,2020-12-18 00:00:00,이정원,40,N
공익활동형,2021-02167,2021,주정차질서 계도사업,2020-12-15 00:00:00,2020-12-18 00:00:00,2020-12-15 00:00:00,2020-12-18 00:00:00,이정원,70,N
공익활동형,2021-02268,2021,전통문화 계승활동,2020-12-15 00:00:00,2020-12-18 00:00:00,2020-12-15 00:00:00,2020-12-18 00:00:00,이정원,330,Y
사회서비스형,2021-51704,2021,온종일돌봄센터2,2021-08-19 00:00:00,2021-08-31 00:00:00,2021-08-19 00:00:00,2021-08-31 00:00:00,이정원,5,N
사회서비스형,2021-08257,2021,청소년시설지원,2020-12-15 00:00:00,2020-12-18 00:00:00,2020-12-15 00:00:00,2020-12-18 00:00:00,이정원,25,Y
사회서비스형,2021-49871,2021,온종일돌봄센터 2,2021-08-19 00:00:00,2021-08-31 00:00:00,2021-08-19 00:00:00,2021-08-31 00:00:00,이정원,5,Y
사회서비스형,2021-08258,2021,청소년시설지원,2020-12-15 00:00:00,2020-12-18 00:00:00,2020-12-15 00:00:00,2020-12-18 00:00:00,이정원,25,N
공익활동형,2021-05152,2021,복지 119,2020-12-01 00:00:00,2020-12-11 00:00:00,2020-11-23 00:00:00,2020-12-11 00:00:00,이예원,102,N
공익활동형,2021-05189,2021,행복한 밥상,2020-12-01 00:00:00,2020-12-11 00:00:00,2020-11-23 00:00:00,2020-12-11 00:00:00,이예원,40,N
공익활동형,2021-05160,2021,도서관 도우미,2020-12-01 00:00:00,2020-12-11 00:00:00,2020-11-23 00:00:00,2020-12-11 00:00:00,이예원,12,Y
공익활동형,2021-05201,2021,도서관 도우미,2020-12-01 00:00:00,2020-12-11 00:00:00,2020-11-23 00:00:00,2020-12-11 00:00:00,이예원,12,N
시장형,2021-07686,2021,관저/도안택배,2020-12-01 00:00:00,2021-12-31 00:00:00,2020-12-01 00:00:00,2021-12-31 00:00:00,손운표,0,N
공익활동형,2021-07791,2021,금연구역지키미사업단,2020-12-01 00:00:00,2020-12-11 00:00:00,2020-12-01 00:00:00,2020-12-11 00:00:00,김유민,80,N
시장형,2021-07676,2021,아파트택배,2020-12-01 00:00:00,2021-12-31 00:00:00,2020-12-01 00:00:00,2021-12-31 00:00:00,손운표,0,N
시장형,2021-47367,2021,실버택배(마음배달부),2021-08-01 00:00:00,2021-12-31 00:00:00,2021-07-01 00:00:00,2021-12-31 00:00:00,손운표,10,N
공익활동형,2021-07765,2021,공공시설보조도우미사업단,2020-12-01 00:00:00,2020-12-11 00:00:00,2020-12-01 00:00:00,2020-12-11 00:00:00,김유민,80,N
사회서비스형,2021-10790,2021,지역아동센터지원,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,정혜인,36,Y
공익활동형,2021-48098,2021,초등학교급식도우미-2,2021-08-16 00:00:00,2021-08-25 00:00:00,2021-08-16 00:00:00,2021-08-25 00:00:00,조원희,14,N
시장형,2021-02978,2021,동화구연지도자,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-16 00:00:00,2020-11-22 00:00:00,동화구연담당자,15,Y
시장형,2021-02813,2021,오감만족,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,조아라,15,N
시장형,2021-01739,2021,할머니손맛반찬전문점1호점(산남점),2020-11-23 00:00:00,2021-12-31 00:00:00,2020-11-23 00:00:00,2021-12-31 00:00:00,조미주,13,N
사회서비스형,2021-10779,2021,은빛 기억지키미사업,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-31 00:00:00,조미주,15,Y
사회서비스형,2021-48266,2021,교육시설학습보조사업 친구야 학교가자2,2021-09-13 00:00:00,2021-12-06 00:00:00,2021-09-13 00:00:00,2021-12-06 00:00:00,신수진,10,N
공익활동형,2021-52271,2021,노노케어,2020-12-01 00:00:00,2020-12-20 00:00:00,2020-12-01 00:00:00,2020-12-20 00:00:00,엄자용,65,Y
공익활동형,2021-52275,2021,노노케어,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,심규민,55,Y
공익활동형,2021-02835,2021,전통시장가꾸미,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,이슬비,20,N
공익활동형,2021-02475,2021,실버존안전지킴이,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,이미희,20,N
공익활동형,2021-01440,2021,9988행복지키미,2020-11-30 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,이미화,350,N
공익활동형,2021-07438,2021,경로당 운영 도우미,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,심재란,118,N
공익활동형,2021-07467,2021,행복한 증평 만들기,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,심재란,62,N
공익활동형,2021-02137,2021,골목환경도우미,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-16 00:00:00,2020-12-31 00:00:00,신효진,400,N
공익활동형,2021-09716,2021,핸드벨공연단(풍경소리),2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,권서현,35,Y
공익활동형,2021-09720,2021,어르신동화구연(이야기아띠),2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,권서현,30,Y
시장형,2021-02414,2021,근조지원서비스사업단,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,하승원,20,N
공익활동형,2021-48857,2021,강변환경정비사업단,2021-08-06 00:00:00,2021-08-13 00:00:00,2021-08-06 00:00:00,2021-08-13 00:00:00,정선인,51,N
공익활동형,2021-04998,2021,버스승강장관리지원사업,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,오경민,85,N
공익활동형,2021-05042,2021,우리동네지킴이사업,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,오경민,60,N
공익활동형,2021-08374,2021,교육강사,2020-12-04 00:00:00,2020-12-18 00:00:00,2020-12-01 00:00:00,2020-12-18 00:00:00,고미화,16,N
공익활동형,2021-03397,2021,우리동네 환경지킴이,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,남정애,100,N
공익활동형,2021-01343,2021,실버연극단,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,강효진,10,N
사회서비스형,2021-01424,2021,시니어 안전 모니터링,2021-01-04 00:00:00,2021-01-15 00:00:00,2021-01-04 00:00:00,2021-01-15 00:00:00,강효진,10,N
공익활동형,2021-01258,2021,스쿨정화지킴이,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,강효진,150,N
공익활동형,2021-01179,2021,노노케어,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,강효진,100,N
공익활동형,2021-01187,2021,실버안전지킴이,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,강효진,10,N
공익활동형,2021-01253,2021,교통공원실버지킴이,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,강효진,10,N
공익활동형,2021-01227,2021,사서도우미,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,강효진,20,N
공익활동형,2021-01221,2021,우리동네시설지원단,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,강효진,80,N
공익활동형,2021-01266,2021,복지시설도우미,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,강효진,20,N
공익활동형,2021-01353,2021,실버강사파견,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,강효진,40,N
공익활동형,2021-01371,2021,실버행복배달,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,강효진,20,N
사회서비스형,2021-01406,2021,시니어 노인맞춤 돌봄서비스,2021-01-04 00:00:00,2021-01-15 00:00:00,2021-01-04 00:00:00,2021-01-15 00:00:00,강효진,10,N
사회서비스형,2021-48784,2021,시니어 복지시설도우미2,2021-08-23 00:00:00,2021-08-31 00:00:00,2021-08-23 00:00:00,2021-08-31 00:00:00,강효진,4,N
사회서비스형,2021-10603,2021,시니어컨설던트사업,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,김은경,10,Y
공익활동형,2021-08442,2021,회동환경지킴이사업,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,박정원,150,N
사회서비스형,2021-10584,2021,시니어산재가이드 사업,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,김은경,10,Y
공익활동형,2021-17506,2021,학교급식도우미사업단,2020-12-15 00:00:00,2020-12-31 00:00:00,2020-12-15 00:00:00,2020-12-31 00:00:00,이혜린,95,N
공익활동형,2021-01165,2021,공원관리사업,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-31 00:00:00,김경선,110,N
시장형,2021-03356,2021,Cafe_in(카페인),2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-31 00:00:00,박수정,30,N
사회서비스형,2021-09778,2021,시니어컨설턴트사업,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,김은경,10,N
시장형,2021-03388,2021,어묵168,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,허정혜,30,N
사회서비스형,2021-10804,2021,동구애보듬이7-시니어산재가이드,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,김찬미,20,N
사회서비스형,2021-10796,2021,동구애보듬이5-아동지원서비스,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,김찬미,65,N
사회서비스형,2021-10791,2021,동구애보듬이4-청소년지원서비스,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,김찬미,8,N
사회서비스형,2021-10800,2021,동구애보듬이6-시니어안전예방서비스,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,김찬미,23,N
사회서비스형,2021-10807,2021,동구애보듬이8-시니어컨설턴트사업단,2020-12-28 00:00:00,2021-11-30 00:00:00,2020-12-28 00:00:00,2021-11-30 00:00:00,김찬미,10,N
공익활동형,2021-01688,2021,노노케어,2020-11-30 00:00:00,2020-12-04 00:00:00,2020-11-30 00:00:00,2020-12-04 00:00:00,박진용,186,N
시장형,2021-04616,2021,더바른클린,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-28 00:00:00,양희수,15,N
공익활동형,2021-00924,2021,주정차질서 계도 봉사,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,전미선,32,N
공익활동형,2021-00861,2021,공공시설봉사,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,전미선,70,N
공익활동형,2021-00916,2021,노노케어(행복나르미),2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,전미선,60,N
공익활동형,2021-00895,2021,보육시설봉사,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,전미선,70,N
사회서비스형,2021-47547,2021,시니어 업무지원 사업단,2021-08-01 00:00:00,2021-11-30 00:00:00,2021-08-01 00:00:00,2021-11-30 00:00:00,석샘,14,Y
사회서비스형,2021-49970,2021,시니어 연금가이드,2021-08-20 00:00:00,2021-11-30 00:00:00,2021-08-20 00:00:00,2021-11-30 00:00:00,석샘,3,N
시장형,2021-05637,2021,홈리빙사업단,2020-12-01 00:00:00,2020-12-18 00:00:00,2020-12-01 00:00:00,2020-12-18 00:00:00,최순희,15,N
공익활동형,2021-48883,2021,행복동행,2021-08-16 00:00:00,2021-08-16 00:00:00,2021-08-16 00:00:00,2021-08-16 00:00:00,조은경,24,N
사회서비스형,2021-49142,2021,다함께육아지원사업,2021-08-16 00:00:00,2021-08-16 00:00:00,2021-08-16 00:00:00,2021-08-16 00:00:00,조은경,3,N
공익활동형,2021-05492,2021,태화강수호대,2020-12-01 00:00:00,2020-12-18 00:00:00,2020-12-01 00:00:00,2020-12-18 00:00:00,김은정,118,N
공익활동형,2021-05205,2021,경로당지원사업,2020-12-01 00:00:00,2020-12-18 00:00:00,2020-12-01 00:00:00,2020-12-18 00:00:00,한성준,310,N
시장형,2021-04295,2021,깔끔한우리여사님,2020-12-01 00:00:00,2020-12-18 00:00:00,2020-11-30 00:00:00,2020-12-18 00:00:00,고은희,10,N
사회서비스형,2021-10739,2021,시니어산재가이드사업,2021-01-08 00:00:00,2021-01-15 00:00:00,2021-01-04 00:00:00,2021-01-15 00:00:00,조은선,21,N
사회서비스형,2021-10458,2021,지역아동센터서비스지원사업,2021-01-08 00:00:00,2021-01-15 00:00:00,2021-01-04 00:00:00,2021-01-15 00:00:00,조은선,90,N
공익활동형,2021-01277,2021,복지시설도우미사업,2020-11-23 00:00:00,2020-12-11 00:00:00,2020-11-23 00:00:00,2020-12-11 00:00:00,정민지,165,Y
공익활동형,2021-01373,2021,복지시설도우미사업,2020-11-23 00:00:00,2020-12-11 00:00:00,2020-11-23 00:00:00,2020-12-11 00:00:00,정민지,165,Y
공익활동형,2021-01262,2021,사서도우미사업,2020-12-01 00:00:00,2020-12-11 00:00:00,2020-12-01 00:00:00,2020-12-11 00:00:00,정민지,20,N
사회서비스형,2021-09940,2021,보육시설지원사업,2020-12-21 00:00:00,2020-12-31 00:00:00,2020-12-18 00:00:00,2020-12-31 00:00:00,김미정,156,N
공익활동형,2021-03478,2021,공공시설지원사업,2020-11-23 00:00:00,2020-12-11 00:00:00,2020-11-23 00:00:00,2020-12-11 00:00:00,최효영,20,N
공익활동형,2021-03390,2021,버스정류장환경개선지원사업,2020-11-23 00:00:00,2020-12-11 00:00:00,2020-11-23 00:00:00,2020-12-11 00:00:00,최효영,110,N
공익활동형,2021-48674,2021,(추경)학교환경개선지원사업,2021-08-10 00:00:00,2021-08-17 00:00:00,2021-08-10 00:00:00,2021-08-17 00:00:00,최효영,25,N
공익활동형,2021-03493,2021,이웃사랑,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,남주은,130,N
시장형,2021-03994,2021,카페누리용계점,2020-12-04 00:00:00,2020-12-11 00:00:00,2020-12-04 00:00:00,2020-12-11 00:00:00,김유리,5,N
공익활동형,2021-03104,2021,지하철안전지킴이,2020-12-04 00:00:00,2020-12-11 00:00:00,2020-12-04 00:00:00,2020-12-11 00:00:00,김유리,48,N
시장형,2021-03717,2021,카페누리2.28도서관점,2020-12-04 00:00:00,2020-12-11 00:00:00,2020-12-04 00:00:00,2020-12-11 00:00:00,김유리,9,N
시장형,2021-03850,2021,재활용품 수집사업(시니어6070(은모아금모아)),2020-11-23 00:00:00,2021-12-31 00:00:00,2020-11-23 00:00:00,2021-12-31 00:00:00,강은희,37,Y
사회서비스형,2021-48149,2021,길라잡이,2021-08-16 00:00:00,2021-08-20 00:00:00,2021-08-02 00:00:00,2021-08-20 00:00:00,이은정,15,Y
공익활동형,2021-11087,2021,공익급식도우미사업,2020-11-23 00:00:00,2020-12-31 00:00:00,2020-11-23 00:00:00,2020-12-31 00:00:00,남은순,54,N
공익활동형,2021-02830,2021,미르지킴이,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,임정향,0,Y
공익활동형,2021-03009,2021,아라마을지킴이,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-23 00:00:00,임정향,0,N
공익활동형,2021-03218,2021,미르지킴이,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,임정향,0,N
공익활동형,2021-02814,2021,아라마을지킴이,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,임정향,0,Y
공익활동형,2021-02752,2021,함께더불어,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,임정향,0,N
공익활동형,2021-02846,2021,청춘깔끄미,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,임정향,0,Y
공익활동형,2021-02782,2021,또바기교통가이드,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,임정향,0,N
사회서비스형,2021-10231,2021,요양시설지원사업,2020-12-28 00:00:00,2021-01-15 00:00:00,2020-12-28 00:00:00,2021-01-15 00:00:00,김미영,136,Y
공익활동형,2021-02117,2021,스쿨존교통지원,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,신화영,90,N
공익활동형,2021-02190,2021,도서관관리지원,2020-12-07 00:00:00,2020-12-18 00:00:00,2020-12-07 00:00:00,2020-12-18 00:00:00,신화영,39,N
사회서비스형,2021-47979,2021,다함께돌봄지원,2021-08-09 00:00:00,2021-08-18 00:00:00,2021-08-09 00:00:00,2021-08-18 00:00:00,오해창,6,N
시장형,2021-37301,2021,인생김밥,2021-05-17 00:00:00,2021-05-25 00:00:00,2021-05-17 00:00:00,2021-05-25 00:00:00,오해창,12,Y
공익활동형,2021-02063,2021,공공시설봉사,2020-12-14 00:00:00,2020-12-18 00:00:00,2020-12-01 00:00:00,2020-12-18 00:00:00,박나연,180,N
공익활동형,2021-02608,2021,문화재시설봉사,2020-12-14 00:00:00,2020-12-18 00:00:00,2020-12-01 00:00:00,2020-12-18 00:00:00,서민빈,210,N
시장형,2021-04331,2021,자원재활용사업,2020-12-10 00:00:00,2020-12-18 00:00:00,2020-12-10 00:00:00,2020-12-18 00:00:00,유미정,36,Y
공익활동형,2021-00024,2021,행복 나눔 노노케어,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,정다혜,85,N
공익활동형,2021-00031,2021,교육기관 주변 정화작업,2020-11-23 00:00:00,2020-12-18 00:00:00,2020-11-23 00:00:00,2020-12-18 00:00:00,정다혜,65,N
